video_path,label,class_name,task_id
data/UCF-101/UCF-101/PullUps/v_PullUps_g24_c02.avi,12,PullUps,2
data/UCF-101/UCF-101/PullUps/v_PullUps_g16_c03.avi,12,PullUps,2
data/UCF-101/UCF-101/PullUps/v_PullUps_g04_c03.avi,12,PullUps,2
data/UCF-101/UCF-101/PullUps/v_PullUps_g07_c02.avi,12,PullUps,2
data/UCF-101/UCF-101/PullUps/v_PullUps_g08_c02.avi,12,PullUps,2
data/UCF-101/UCF-101/PullUps/v_PullUps_g09_c04.avi,12,PullUps,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g18_c01.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g16_c04.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g19_c04.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g15_c04.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g20_c03.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g10_c01.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g06_c05.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g08_c05.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g10_c05.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g08_c03.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g01_c02.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g24_c02.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g25_c02.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g05_c04.avi,11,HorseRiding,2
data/UCF-101/UCF-101/HorseRiding/v_HorseRiding_g11_c01.avi,11,HorseRiding,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g21_c04.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g22_c03.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g11_c02.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g14_c01.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g17_c02.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g14_c04.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g18_c01.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g21_c02.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g01_c02.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g09_c01.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g22_c01.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g23_c04.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g12_c01.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g19_c02.avi,13,Skijet,2
data/UCF-101/UCF-101/Skijet/v_Skijet_g15_c02.avi,13,Skijet,2
