video_path,label,class_name,task_id
data/UCF-101/UCF-101/ApplyLipstick/v_ApplyLipstick_g04_c05.avi,5,ApplyLipstick,1
data/UCF-101/UCF-101/ApplyLipstick/v_ApplyLipstick_g22_c03.avi,5,ApplyLipstick,1
data/UCF-101/UCF-101/ApplyLipstick/v_ApplyLipstick_g15_c03.avi,5,ApplyLipstick,1
data/UCF-101/UCF-101/ApplyLipstick/v_ApplyLipstick_g24_c01.avi,5,ApplyLipstick,1
data/UCF-101/UCF-101/ApplyLipstick/v_ApplyLipstick_g03_c04.avi,5,ApplyLipstick,1
data/UCF-101/UCF-101/ApplyLipstick/v_ApplyLipstick_g19_c03.avi,5,ApplyLipstick,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g25_c05.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g10_c01.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g12_c01.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g10_c04.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g05_c04.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g23_c05.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g09_c01.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g09_c05.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g20_c01.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g05_c03.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g22_c03.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g14_c03.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g25_c04.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g02_c01.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/ThrowDiscus/v_ThrowDiscus_g25_c03.avi,8,ThrowDiscus,1
data/UCF-101/UCF-101/Typing/v_Typing_g06_c07.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g25_c03.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g06_c03.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g08_c05.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g09_c04.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g15_c02.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g06_c06.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g08_c06.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g19_c04.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g14_c07.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g14_c05.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g07_c02.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g23_c04.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g20_c06.avi,9,Typing,1
data/UCF-101/UCF-101/Typing/v_Typing_g10_c01.avi,9,Typing,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g04_c01.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g24_c02.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g09_c03.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g25_c04.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g12_c03.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g02_c05.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g17_c06.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g17_c03.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g09_c01.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g20_c03.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g16_c01.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g10_c03.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g02_c03.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g03_c03.avi,7,MoppingFloor,1
data/UCF-101/UCF-101/MoppingFloor/v_MoppingFloor_g08_c02.avi,7,MoppingFloor,1
